,id,type,name,description,yearpublished,minplayers,maxplayers,playingtime,minage,usersrated,average,rank,categories,mechanics,designers,artists,publishers
413,463,boardgame,Magic: The Gathering,"



        GAME SYSTEM



         This entry is to allow for discussion/rating of the game system as a whole. It is not for a specific product or release. Versions will appear on the individual item pages.




From the official website:  In the Magic game, you play the role of a planeswalker&mdash;a powerful wizard who fights other planeswalkers for glory, knowledge, and conquest. Your deck of cards represents all the weapons in your arsenal. It contains the spells you know and the creatures you can summon to fight for you.

This is the grandfather of the collectible card game (or CCG) genre.  Cards are categorized as common, uncommon, rare, and mythic rare.  Players collect cards and build decks out of their collection.

Players build a deck of cards and duel against an opponent's deck.  Players are wizards attempting to reduce their opponent's life total to zero.  The first player to reduce his opponent's life to zero (or meet another set win condition) wins the game.

An important part of the game is deck construction, which is done prior to the actual game by selecting what cards are included in a particular deck.  There are over 25,000 different cards from which to build your deck!

Cards can be lands, which usually generate mana of various colors, or spells, which require a certain amount of mana to be used.  Some cards (creatures, artifacts, and enchantments) stay on the board and continue to affect the game, while others have a one-time effect.

Players randomly draw spells to see what they get and can play each turn.  Although this limits your choices, there is a lot of strategy in how you play those spells.  A robust list of game mechanics, including intricate rules for reactive card play called ""the stack,"" provide for rich tactics and tough choices each turn.

Though traditionally a two-player duel, there are several casual and tournament formats to Magic that allow more players to play.

",1993,2,6,20,13,,,167.0,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']","['Betting and Bluffing', 'Closed Drafting', 'Deck Construction', 'Hand Management', 'Income', 'Interrupts', 'Player Elimination', 'Tags', 'Take That']",['Richard Garfield'],"['Victor Adame', 'Miao Aili', 'Randis Albion', 'Rob Alexander', 'James Allen (I)', 'Dave Allsop', 'Scott Altmann', 'Ian Edward Ameling', 'Eric David Anderson', 'Chris J. Anderson', 'Dana Andrews', 'Glen Michael Angus', 'Chris Appelhans', 'Steve Argyle', 'Randy Asplund-Faith', 'Janet Aulisio', 'John Avon', 'Daren Bader', 'Volkan Baga', 'Scott Bailey', 'Drew Baker', 'Qi Baocheng', 'Julie Baroh', 'Tom Baxa', 'Edward Beard, Jr.', 'Patrick Beel', 'Jason Behnke', 'Steven Belledin', 'Melissa Benson', 'James Bernardin', 'Michael Bierek', 'Kristen Bishop', 'Joel Biske', 'Simon Bisley', 'Robert Bliss', 'Johann Bodin', 'Peter Bollinger', 'John Bolton', 'Paul Bonner', 'Zoltan Boros', 'Aaron Boyd', 'Whit Brachna', 'Noah Bradley', 'Jacques Bredy', 'Aleksi Briclot', 'Mark Brill', 'Kev Brockschmidt', 'Gerald Brom', 'Sue Ellen Brown', 'Ron Brown', 'Cornelius Brudi', 'Michael Bruinsma', 'Catherine Buck', 'Christopher Burdett', 'Wesley Burt', 'Jeffrey R. Busch', 'Clyde Caldwell', 'Matt Cavotta', 'Clint Cearley', 'Paul Chadwick', 'Doug Chaffee', 'Jason Chan (I)', 'David Cherry', 'Jin Chiaki', 'Ron Chironna', 'Christine Choi', 'Scott Chou', 'Billy Christian', 'Wang Chuxiong', 'Ciruelo', 'Trevor Claxton', 'D. J. Cleland-Hura', 'Bud Cook', 'Mitch Cotie', 'John Coulthart', 'Carl Critchlow', 'jD', 'Daarken', 'Qiao Dafu', 'Liz Danforth', 'Stephen A. Daniele', 'Mike Danza', 'Geof Darrow', 'Al Davidson', 'David Day', 'Nelson DeCastro', 'Blackie del Rio', 'Thomas Denmark', 'Eric Deschamps', 'Ai Desheng', 'Brian Despain', 'Dennis Detwiller', 'Dave DeVries', 'Chris Dien', 'Tony DiTerlizzi', 'Kevin Dobler', 'Dom!', 'Dominick Domingo', 'John Donahue', 'William Donohoe', 'Brandon Dorman', 'Dave Dorman', 'Dan Dos Santos', 'Mike Dringenberg', 'Brian ""Chippy"" Dugan', 'Brian Durfee', 'Jeff Easley', 'Cole Eastburn', 'Robert Eggleton', 'Jesper Ejsing', 'Randy Elliott', 'Steve Ellis (I)', 'Larry Elmore', 'Tristan Elwell', 'Rick Emond', 'Jeremy Enecio', 'Wayne England', 'Jason Engle', 'James Ernest', 'Vincent Evans', 'Glenn Fabry', 'Patrick Faricy', 'Rick Farrell', 'Jason Felix', 'Wang Feng', 'Richard Kane Ferguson', 'Cecil Fernando', 'Fred Fields', 'Steve Firchow', 'Scott Fischer', 'Marc Fishman', 'Tom Fleming', 'Kaja Foglio', 'Phil Foglio', 'Eric Fortune', 'Jon Foster', 'Anthony Francisco', 'Carl Frank', 'Dan Frazier', 'Frank Kelly Freas', 'Massimilano Frezzato', 'Una Fricker', 'J. W. Frost', 'Ted Galaday', 'John Gallagher', 'John Joseph Gallagher', 'Randy Gallegos', 'Sandra Garavito', 'Kevin Garletts', 'Daniel Gelon', 'Donato Giancola', 'Thomas Gianni', 'Gary Gianni', 'Charles Gillespie', 'Tomas Giorello', 'Erik Gist', 'Andrew Goldhawk', 'Rob Gonsalves', 'Gerry Grace', 'Lucas Graciano', 'Adi Granov', 'Lars Grant-West', 'D. Alexander Gregory', 'Stuart Griffin', 'Yang Guangmai', 'Rebecca Guay-Mitchell', 'Brian Hagan', 'Kunio Hagio', 'Joshua Hagler', 'Trevor Hairsine', 'Nils Hamm', 'Justin Hampton', 'Scott Hampton', 'Yeong-Hao Han', 'Fred Harper', 'Lou Harrison', 'Mark Harrison', 'Michael C. Hayes', 'Don Hazeltine', 'Nathalie Hertz', 'Carol Heyer', 'Henry Higgenbotham', 'Tim Hildebrandt', 'Greg Hildebrandt', 'Yoshino Himori', 'David Ho', 'Yang Hong', 'Craig Hooper', 'Fred Hooper', 'Quinton Hoover', 'Alex Horley', 'Daniel Horne', 'David Horne', 'Ralph Horsley', 'Brian Horton', 'John Howe', 'Austin Hsu', 'David Hudnut', 'Heather Hudson', 'Shang Huitong', 'Mark Hyzer', 'Junichi Inoue', 'Ironbrush', 'Ittoku', 'Hiro Izawa', 'Izzy', 'Tyler Jacobson', 'Hugh Jamieson', 'Jeremy Jarvis', 'Tomasz Jedruszek', 'Jiaming', 'He Jiancheng', 'Liu Jianjian', 'Gao Jianzhang', 'Zhang Jiazhen', 'Kari Johnson', 'Janine Johnston', 'Miles Johnston', 'Fay Jones', 'Jaime Jones', 'Goran Josic', 'Qin Jun', 'Michael Kaluta', 'Kerstin Kaman', 'Yokota Katsumi', 'Tsutomu Kawade', 'James Kei', 'Doug Keith', 'Dave Kendall', 'Mike Kerr', 'Igor Kieryluk', 'Mike Kimble', 'Hannibal King', 'Scott Kirschner', 'Brandon Kitkouski', 'Nic Klein', 'Patrick Kochakji', 'Michael Koelsch', 'KOJI', 'Michael Komarck', 'Cos Koniotis', 'Karl Kopinski', 'Kekai Kotaki', 'Vance Kovacs', 'Yang Jun Kwon', 'Tom Kyffin', 'Ray Lago', 'Clint Langley', 'Jeff Laubenstein', 'Jennifer Law', 'Stephanie Pui-Mun Law', 'Alton Lawson', 'Khang Le', 'Garry Leach', 'April Lee', 'Pat Lee', 'Paul Lee', 'Ron Lemen', 'Alayna Lemmer-Danner', 'Nicola Leonard', 'LHQ', 'Daniel Ljunggren', 'Todd Lockwood', 'Lubov', 'Chuck Lukacs', 'Steve Luke', 'Rebekah Lynn', 'Howard Lyon', 'Larry MacDougall', 'Colin MacNeil', 'Corey Macourek', 'Anson Maddocks', 'Warren Mahy', 'John Malloy', 'Sławomir Maniak', 'Thomas Manning', 'Dylan Martens', 'David Martin (II)', 'Stephan Martiniere', 'John Matson', 'Val Mayerik', 'Cristina McAllister', 'Iain McCaig', 'Sean McConnell', 'Chengo McFlingers', 'Martin McKenna', 'Harold Arthur McNeill', 'Véronique Meignaud', 'Jeff Menges', 'Ken Meyer, Jr.', 'Ian Miller', 'Jeff Miracola', 'Matthew Mitchell', 'Cara Mitten', 'Christopher Moeller', 'Peter Mohrbacher', 'Malcolm David Monette', 'Monte Moore', 'Pat Morrissey', 'Philip Mosness', 'Craig Mullins', 'Kevin A. Murphy', 'Scott Murphy', 'Justin Murray', 'Andrew Murray', 'Jim Murray', 'Jon J. Muth', 'Jesper Myrfors', 'Ted Naifeh', 'Sun Nan', 'Marco Nelor', 'Mark A. Nelson', 'James Nelson', 'Winona Nelson', 'Jeff Nentrup', 'Terese Nielsen', 'Cliff Nielsen', 'Justin Norman', 'Nottsuo', ""David O'Connor"", ""William O'Connor"", 'Syuichi Obata', 'Kensuke Okabayashi', 'Okera', 'Ariel Olivetti', 'Margaret Organ-Kean', 'Dany Orizio', 'Jen Page', 'James Paick', 'Efrem Palacios', 'David Palumbo', 'Anthony Palumbo', 'Ryan Pancoast', 'Adam Paquette', 'Paolo Parente', 'Jung Park', 'Keith Parkinson', 'Lucio Parrillo', 'Jim Pavelec', 'Nick Percival', 'Omaha Perez', 'Eric Peterson', 'Bob Petillo', 'Michael Phillippi', 'Martina Pilcerová', 'Mike Ploog', 'Zak Plucinski', 'Eric Polak', 'Alan Pollack', 'Mark Poole', 'R. K. Post', 'Dermot Power', 'George Pratt', 'Steve Prescott', 'Livia Prima', 'Vincent Proce', 'Puddnhead', 'Huang Qishi', 'Mike Raabe', 'Isabelle Rabarot', 'Alan Rabinowitz', 'Fredrik Rahmqvist', 'Chris Rahn', 'Dave Rapoza', 'Kathryn Rathke', 'Roger Raupp', 'Omar Rayyan', 'Dom  Reardon', 'Jeff Reitz', 'Jeff Remmer', 'Adam Rex', 'Wayne Reynolds', 'Esad Ribic', 'Darrell Riche', 'Brad Rigney', 'Franco Rivolli', 'Tony Roberts', 'Andrew Robinson', 'Mark Romanoski', 'Romas', 'Mark Rosewater', 'Jean-Sebastien Rossbach', 'Gary Rudell', 'Robh Ruppel', 'Christopher Rush', 'Andi Rusu', 'Michael G. Ryan', 'James Ryman', 'Mitsuaki Sagiri', 'Richard Sardinha', 'Mike Sass', 'Zina Saunders', 'Jana Schirmer', 'Dan Scott', 'Dan Seagrave', 'David Robyn Seeley', 'Liu Shangying', 'Liam Sharp', 'Kuang Sheng', 'Song Shikai', 'Shishizaru', 'Doug Shuler', 'Bill Sienkiewicz', 'Greg Simanson', 'Marc Simonetti', 'William Simpson', 'Mark Simpson (II)', 'Adrian Smith', 'Larry Snelly', 'Brian Snoddy', 'Ding Songjian', 'Greg Spalenka', 'Ron Spears', 'Ron Spencer', 'Terry Springer', 'John Stanko', 'Greg Staples', 'Matthew Stawicki', 'Darbury Stenderu', 'Matt Stewart', 'Philip Straub', 'Michael Sutfin', 'Raymond Swanland', 'Justin Sweet', 'Arnie Swekel', 'Tony Szczudlo', 'Gábor Szikszai', 'Junko Taguchi', 'Hideaki Takamura', 'Bryan Talbot', 'Xu Tan', 'Zhao Tan', 'Philip Tan (I)', 'Hiroshi Tanigawa', 'Stephen Tappin', 'Mark Tedin', 'Nènè Thomas', 'Joel Thomas', 'Richard Thomas (I)', 'Ruth Thompson', 'Ben Thompson', 'Matt Thompson', 'Li Tie', 'Cai Tingting', 'Jerry Tiritilli', 'Junior Tomlin', 'Francis Tsai', 'Drew Tucker', 'Charles Urbach', 'Susan Van Camp', 'Cyril Van Der Haegen', 'Henry van der Linde', 'Svetlin Velinov', 'Pete Venters', 'Diana Vick', 'Marcelo Vignali', 'Rogério Vilela', 'Sal Villagran', 'Franz Vohwinkel', 'Erik Von Lehmann', 'Johannes Voss', 'Bryon Wackwitz', 'Kevin Walker', 'Ron Walotsky', 'Stephen Walsh', 'Shelly Wan', 'Tom Wänerstrand', 'Li Wang', 'Anthony Waters', 'Michael Weaver', 'Amy Weber', 'Jack Wei', 'Chen Weidong', 'Kipling West', 'Michael Whelan', 'Steve White', 'Richard Whitters', 'L. A. Williams', 'Brad Williams', 'Allen Williams', 'Dameon Willich', 'Matt Wilson (I)', 'Jarreau Wimberly', 'Jim Wong', 'Ash Wood', 'Sam Wood', 'Richard Wright', 'Tang Xiaogu', 'Li Xiaohua', 'Xu Xiaoming', 'Qu Xin', 'Quan Xuejun', 'Ku Xueming', 'Gao Yan', 'Lin Yan', 'Hong Yan', 'Erica Yang', 'Kieran Yanner', 'Ryan Yee', 'Solomon Au Yeung', 'Ji Yong', 'Li Youliang', 'Li Yousong', 'Kang Yu', 'Fang Yue', 'Min Yum', 'Wang Yuqun', 'John Zeleznik', 'ZENTOYO', 'Jiang Zhuqing', 'Luca Zontini', 'Mark Zug']","['Wizards of the Coast', 'Keyword Fights']"
414,464,boardgame,Billabong,"In the geometrical racing game Billabong &mdash; currently available on the market as Billabong Race &mdash; players maneuver teams of kangaroos by jumping around a ""billabong"", that is, ""a dead-end channel extending from the stream of a river"", with this term being used in Australia. The board is filled with checkerboard-style squares around the billabong in the middle.

To start, everyone takes turns placing their five kangaroos on an empty square behind the stream that serves as the race's start &mdash; and finish &mdash; line. On your turn, you move one of your five kangaroos, usually moving it in a jump or series of jumps over the other kangaroos. Jumps can be long, but they must take a specific format; for example, if the kangaroo to be jumped over is five spaces away from your current location, your landing space must be five spaces beyond this kangaroo. You can jump over only one kangaroo at a time, but you can make multiple jumps on a turn as long as each jump is along a straight line (whether orthogonally or diagonally) and it does not pass over the billabong. Your other option &mdash; moving a kangaroo just one space &mdash; is usually used as a positioning tactic for a subsequent move.

The first player to get all five kangaroos around the billabong and over the finish line wins.

",1992,2,4,30,10,,,3771.0,"['Abstract Strategy', 'Animals', 'Racing']","['Grid Movement', 'Race', 'Square Grid']",['Eric Solomon'],"['Klemens Franz', 'Ralf E. Kahlert', 'Alvin Madden', 'Franz Vohwinkel']","['AMIGO', 'franjos Spieleverlag', ""OPEN'N PLAY"", 'Playte', 'SimplyFun']"
415,465,boardgame,Zankapfel,"Players take turns moving a token around a matrix that determines the price of each of four different types of apples. However, before adjusting the price, players decide whether they will attempt to sell a particular apple type or buy a new apple. If more than one player decides to sell a given variety, then a bidding war takes place with the reward being the newly adjusted price or a swift kick to the teeth. Once someone has sold enough apples to move his scoring token around the board's scoring track, the game is over and the highest paid player is the winner.

Contents
1 Board
6 Dice
6 Apple Farmers
1 Mayor
1 Big apple
50 Apple cards (10 of each colour plus 10 multi-coloured)
60 Contention cards (10 of each colour)
25 Harvest chips

",1993,3,6,60,12,,,18278.0,['Bluffing'],"['Commodity Speculation', 'Simultaneous Action Selection']","['Michael Hageböck', 'Ralf zur Linde']",['Axel Gesinn'],['VSK-Erwachsenenspiele']
416,466,boardgame,Inkognito,"Game description from the publisher:

The goal of each agent in Inkognito is to complete a mission, together with his partner. At the beginning of the game, however, players don't know which mission they must fulfill!

In the standard four-player game, each player guides one of four secret agents. The four characters are allied in pairs: Lord Fiddlebottom and Colonel Bubble are always partnered against Agent X and Madame Zsa Zsa. Each of the four agents is represented by one of four different figures, with different builds: tall, short, fat, thin. Only one of them represents the actual character controlled by a player. The other three figures represent spies which are friendly to him and that are trying to confuse the opposition.

On a turn, a player shakes the Phantom of Prophecy randomizer to determine his three available actions, e.g., moving on a land route or a sea route. The player moves his figures, trying to reach spaces already occupied by the other players' figures or the Ambassador. When figures are in the same space, the current player gets the right to ""ask questions"" and inspect some of the cards of that player. By deduction and a logical process of elimination, he can draw conclusions as to the identity and intentions of the other players.

The first goal of every agent is to discover which of the other players is his partner. This partner has the other half of the ""code"" indicating his secret mission. After discovering (or thinking he has discovered) the real identity of the other players, an agent must trade his secret mission card with his ally. This will reveal the final mission and what must be done to complete it. If either agent on a team completes the mission, both he and his partner win the game.

There is another character with an important role in the game: the Ambassador. He can be used to get clearer information about the other characters. Everyone wants to meet him because he is well-informed and can be useful to accomplish your purposes, but he can also help your rivals, so do everything you can to keep him far from them.

The 2013 version of Inkognito from Ares Games raises the maximum player count to five by allowing someone to play the Ambassador and move it during his turn. He can still gather clues when the other players question the Ambassador during their turn, and the other players can still gather clues from him. The goal of the Ambassador's player is to know everything about the other characters, guessing their identities and builds. If the Ambassador achieves ""perfect knowledge"" before a team accomplishes its secret missions, he wins the game.

",1988,3,5,90,10,,,2376.0,"['Deduction', 'Spies / Secret Agents']","['Point to Point Movement', 'Roll / Spin and Move', 'Team-Based Game']","['Leo Colovini', 'Alex Randolph']","['Peter Gifford', 'Studio Tapiro']","['Ares Games', 'Devir', 'IELLO', 'Kaissa Chess & Games', 'Korea Boardgames', 'MB Giochi', 'MB Spellen', 'MB Spiele', 'MB spill', 'Milton Bradley', 'Oliphante', 'Paper Iyagi', 'Piatnik', 'Planplay', 'Red Glove', 'Rio Grande Games', 'UBO CnC', 'Venice Connection', 'Winning Moves Germany']"
417,467,boardgameexpansion,Bohnanza Erweiterungs-Set,"This is an expansion for the Bohnanza card game.  This small package of cards adds several new types of beans to be added to the mix included in the base game.  Additionally, there's a reference card which denotes which bean types (suits) should be included in the deck for various player numbers.  Generally speaking, this expansion is a requirement, if you want the best Bohnanza experience with varied numbers of players.

Bohnanza Erweiterungs-Set is part of the Bohnanza family of games.

This expansion has been re-published in several editions.

It should not be confused with Bohnanza Erweiterungs-Set (Revised Edition).

Expands:

    Bohnanza


",1997,3,7,45,12,,,,"['Card Game', 'Expansion for Base-game', 'Farming', 'Negotiation']","['Hand Management', 'Set Collection', 'Trading']",['Uwe Rosenberg'],['Björn Pertoft'],['AMIGO']
418,468,boardgame,Dump,"This is a prototype design about territorial competition between dogs in a neighborhood.  Each player is a dog that tries to have the most prestigious and extensive territory by going around pooping and peeing on streets, lawns, and yards to mark their area.  The center of neighborhood is occupied by the park, the jewel in the eyes of all dogs to claim as their own.  To achieve top dog status players will come across trash cans (for resupply) and fire hydrants that help in scoring more points.

",0,0,0,0,0,,,,['Animals'],[],['Neil Carr'],[],['(Looking for a publisher)']
419,469,boardgame,In Teufels Küche,"In this fun, light children's game that translates to ""In the Devil's Kitchen"", players move little devils in chefs' caps around the underworld, collecting pots, trying to be the first to collect 10 points worth of dishes.  Before the game starts, each player secretly assigns a value of 1, 3, 5 or 'milk' to each of the four pots of his color, then players take turns placing their pots on the board.    Each player's turn consists of rolling dice and moving his devils appropriately, either trying to get to another player's pot, or carrying one back to the kitchen.  If a devil brings milk to the kitchen, it explodes, and the devil carrying it is removed from the game.  A large plastic stove in the middle of the board is the game's exciting gimmick, and comes into play when two opposing devils share the same space and start dueling.  Each player takes turns pushing the plunger that forms the oven's stovepipe, and eventually a large devil pops out, deciding the winner!

Is a rethemed and slightly altered version of the author's earlier Top Secret (1985) and  Spion & Spion (1987).

",1993,2,4,60,10,,,14212.0,"['Bluffing', ""Children's Game"", 'Fantasy']",['Pick-up and Deliver'],['Alex Randolph'],[],['F.X. Schmid']
420,470,boardgame,Road to the White House,"extrapolated from the preview:

The essence of the game is that you are moving from one to four pawns around the country, landing in cities, and scoring ""votes"" in the appropriate state which are proportional to the size of the city. Each turn, you move and add votes to the states you land in.

There are many complications that can occur. You can sit out a turn and collect money. With money, you can buy ""organization"" in a state, acting as a multiplier to all subsequent votes you get in that state. You can buy ""advertising"" - most useful in buying votes in piddly states that you're too busy to visit. You can buy ""surrogates"" which are additional pawns who may travel, garnering votes, just like your candidate. You can buy ""special flights"" that help you get to places without the luck of the dice.

The most characteristic part of the game comes in the ""issues"". Each player picks a politician with his own profile on how he stands on various issues. Then either through choice or chance cards, issues become ""active"". As long as the issue is active, politicians with a relevant stand will have bonuses or penalties when he visits certain states. The game strongly encourages role playing.

The climax of the game comes at the end, as you go down each state to see who has the most votes, thereby winning that state's delegates. There is a smart balloting system, in which the lowest scoring player drops out, giving his states' votes to the next strongest in each state. This continues, with players dropping out in each successive ballot until a winner is chosen.




",1992,3,6,240,12,,,11874.0,['Political'],[],['Jim Musser'],['Bill Sanders'],['Mayfair Games']
421,471,boardgame,Totem,"from the rules summary from Game Cabinet:

This little village, the arena of our game, could be anywhere in the world. It could be in the jungles, in the savanna or in the mountains. Four families live here, and each attempts to garner the most prestige. The sign of power and status stands before each cottage: the totem pole - the taller the better.

The Totem animal is the proud Tschukka bird. Its meat has nourished innumerable generations in the village, and the shaman of the village use their bones to cast spells.

In this game about family generations you have one goal:

Your family should become the biggest and most reputable in the village and your totem pole must be the first to have all six parts.

",1995,2,4,90,10,,,25982.0,['Civilization'],[],"['Philippe des Pallières', 'Patrice Pillet']",['François Bruel'],['Queen Games']
422,472,boardgame,DungeonQuest,"Players explore the ruins of Castle Dragonfire trying to reach the treasure chamber in the center of the dungeon and escape alive with as much treasure as possible. A limited number of turns before the game ends puts pressure on players to take risks and score rewards because anyone left in the dungeon when time runs out dies! A tile-laying system creates the maze-like dungeon and ensures that no two games are ever exactly the same.

Originally published in Sweden as Drakborgen (Dragon Keep) in 1985 by Alga, a subsidiary of BRIO AB. Sold in Norway (Skatten i borgen) and Denmark (Drageborgen). Licenced to Germany (Schmidt Spiele) as Drachenhort, to Great Britain (Games Workshop) as DungeonQuest. A 2nd edition named Drakborgen Legenden was released in 2002 (never released outside Sweden). The game was re-licensed to FFG in 2010, who released the 3rd edition the same year. See the family entry for more information.

Expanded by:

    Drakborgen II (the Swedish expansion that upon Games Workshop's British release was split into the two below:)
    Heroes for Dungeonquest
    Dungeonquest: Catacombs


Re-implemented by:

    Drakborgen Legenden
    DungeonQuest (Third Edition)
    DungeonQuest: Revised Edition


",1985,1,4,60,10,,,2352.0,"['Adventure', 'Exploration', 'Fantasy']","['Dice Rolling', 'Push Your Luck', 'Rock-Paper-Scissors', 'Role Playing', 'Tile Placement', 'Variable Player Powers']","['Jakob Bonds', 'Dan Glimne']","['Dave Andrews', 'Gary Chalk', 'Colin Dixon', 'Jes Goodwin', 'Anders Jeppsson', 'Peter Andrew Jones', 'Peter Jones (I)', 'Pete Knifton', 'Alastair Morrison', 'Bill Sedgwick', 'Ugurcan Yüce']","['Alga', 'Games Workshop Ltd.', 'Schmidt Spiele']"
